pdf_id,pdf_nombre,revista,pais,macroarea,anio,titulo,A_ia,B_ia,C_ia,clase_textual_ia,veredicto_ia,motivo_ia,confianza_ia
106,01175_Estudo_Debate_2025.pdf,Estudo & Debate,Brasil,Ciencias Naturales y Exactas,2025,EVALUATION OF THE KNOWLEDGE OF PIG FARMERS IN COMMERCIAL FARMS REGARDING THE PRUDENT USE OF ANTIMICROBIALS IN PIG FARMING IN RIO GRANDE DO SUL,0,0,1,Sin falla relevante,Sin falla relevante,,
107,01183_Faces_Revista_de_Administração_2025.pdf,Faces: Revista de Administração,Brasil,Ciencias Naturales y Exactas,2025,A PRESENÇA DE MULHERES NO CONSELHO DE ADMINISTRAÇÃO IMPACTA NO VALOR DA FIRMA? UM ESTUDO NO BRASIL,1,0,1,Falla fuerte,FF clasica,,
108,01203_Heringeriana_2025.pdf,Heringeriana,Brasil,Ciencias Naturales y Exactas,2025,Knowledge of Species of Psidium L. (Myrtaceae) in Cerrado Communities of Central Brazil with a History of Migration,1,0,1,Falla fuerte,FF clasica,,
109,01204_Heringeriana_2025.pdf,Heringeriana,Brasil,Ciencias Naturales y Exactas,2025,Knowledge of Species of Psidium L. (Myrtaceae) in Cerrado Communities of Central Brazil with a History of Migration,1,0,0,Debilidad importante,Debilidad importante,,
110,01247_Journal_on_Interactive_Systems_2025.pdf,Journal on Interactive Systems,Brasil,Ciencias Naturales y Exactas,2025,Perception and Precision: How VST and OST Headsets Influence Task Execution,1,1,1,Debilidad importante,FF con reconocimiento,,
111,01250_Journal_on_Interactive_Systems_2025.pdf,Journal on Interactive Systems,Brasil,Ciencias Naturales y Exactas,2025,What are the Project Management Practices in the Digital Games Industry? A Survey Study,1,1,1,Debilidad importante,FF con reconocimiento,,
112,01281_Orbital_The_Electronic_Journal_2026.pdf,Orbital: The Electronic Journal of Chemistry,Brasil,Ciencias Naturales y Exactas,2026,The Correlation Between High School Students' Visual-Spatial Ability and Their Ability to Solve Stoichiometry Problems,1,0,0,Debilidad importante,Debilidad importante,,
113,01293_Processando_o_Saber_2025.pdf,Processando o Saber,Brasil,Ciencias Naturales y Exactas,2025,Creches para cães,1,0,1,Falla fuerte,FF clasica,,
114,01303_Prâksis_2026.pdf,Prâksis,Brasil,Ciencias Naturales y Exactas,2026,INFÂNCIAS EM DISSIDÊNCIAS DE GÊNERO: A AFEMINAÇÃO EM PAUTA NA VIOLÊNCIA/ABUSO SEXUAL CONTRA MENINOS,1,0,1,Debilidad importante,FF clasica,,
115,01307_Prâksis_2025.pdf,Prâksis,Brasil,Ciencias Naturales y Exactas,2025,,1,0,1,Falla fuerte,FF clasica,,
116,01342_Revista_Brasileira_de_Estudos_2025.pdf,Revista Brasileira de Estudos de População,Brasil,Ciencias Naturales y Exactas,2025,El ciclo económico: una pieza en el rompecabezas de los jóvenes que ni estudian ni trabajan en América Latina,0,0,1,Sin falla relevante,Sin falla relevante,,
117,01343_Revista_Brasileira_de_Estudos_2025.pdf,Revista Brasileira de Estudos de População,Brasil,Ciencias Naturales y Exactas,2025,Estimating depression-free life expectancy in the hearing-impaired population in Brazil,0,1,1,Sin falla relevante,Sin falla relevante,,
118,01345_Revista_Brasileira_de_Estudos_2025.pdf,Revista Brasileira de Estudos de População,Brasil,Ciencias Naturales y Exactas,2025,Preferências reprodutivas e fecundidade não realizada no Brasil: algumas reflexões a partir dos dados do relatório da ONU “A verdadeira crise de fecundidade”,1,1,1,Debilidad importante,FF con reconocimiento,,
119,01346_Revista_Brasileira_de_Estudos_2025.pdf,Revista Brasileira de Estudos de População,Brasil,Ciencias Naturales y Exactas,2025,"Tipos de relações conjugais, papéis de gênero e diferenciais socioeconômicos no Brasil",0,0,1,Sin falla relevante,Sin falla relevante,,
120,01363_Revista_Brasileira_de_Saúde_Ma_2025.pdf,Revista Brasileira de Saúde Materno Infantil,Brasil,Ciencias Naturales y Exactas,2025,Maternal intention to use child care and actual enrollment: a longitudinal study from pregnancy to 12 months in a medium-sized Brazilian municipality,1,0,0,Debilidad importante,Debilidad importante,,
121,01367_Revista_Brasileira_de_Saúde_Ma_2024.pdf,Revista Brasileira de Saúde Materno Infantil,Brasil,Ciencias Naturales y Exactas,2024,Factors associated with parental stress in neonatal intensive care units: cross-sectional study,1,1,0,Debilidad importante,Debilidad importante,,
122,01368_Revista_Brasileira_de_Saúde_Ma_2024.pdf,Revista Brasileira de Saúde Materno Infantil,Brasil,Ciencias Naturales y Exactas,2024,Pregnant women in the street context: social vulnerability,1,1,0,Sin falla relevante,Sin falla relevante,,
123,01369_Revista_Brasileira_de_Saúde_Ma_2024.pdf,Revista Brasileira de Saúde Materno Infantil,Brasil,Ciencias Naturales y Exactas,2024,Prevalence and factors associated with vitamin D deficiency and insufficiency in adolescents in the North of Minas Gerais,0,1,1,Sin falla relevante,Sin falla relevante,,
124,01382_Revista_Katálysis_2024.pdf,Revista Katálysis,Brasil,Ciencias Naturales y Exactas,2024,Curricularização da extensão: realidade da Regional Sul I da ABEPSS,1,0,1,Debilidad importante,FF clasica,,
125,01402_Revista_Projetar_2025.pdf,Revista Projetar,Brasil,Ciencias Naturales y Exactas,2025,"A CAPELA INGÁ-MIRIM: Expressão construtiva, materialidade e reaproveitamento",1,1,0,Debilidad importante,Debilidad importante,,
126,01403_Revista_Projetar_2025.pdf,Revista Projetar,Brasil,Ciencias Naturales y Exactas,2025,AMBIENTES HOSPITALARES HUMANIZADOS: Uma abordagem multidisciplinar,1,1,0,Debilidad importante,Debilidad importante,,
127,01407_Revista_Projetar_2025.pdf,Revista Projetar,Brasil,Ciencias Naturales y Exactas,2025,"FENOMENOLOGIA, ARQUITETURA E COMPLEXIDADE: Uma análise do Centro Loisium, de Steven Holl",1,1,0,Debilidad importante,Debilidad importante,,
128,01408_Revista_Projetar_2025.pdf,Revista Projetar,Brasil,Ciencias Naturales y Exactas,2025,"METRÓPOLE E ARQUITETURA:  O EDIFÍCIO HABITACIONAL VERTICAL NO RECIFE, 1950-1965",1,1,1,Debilidad importante,FF con reconocimiento,,
129,01409_Revista_Projetar_2025.pdf,Revista Projetar,Brasil,Ciencias Naturales y Exactas,2025,O IDEAL DA FLEXIBILIDADE NA ARQUITETURA MODERNA EUROPEIA (1926-1972),1,1,0,Debilidad importante,Debilidad importante,,
130,01454_Socioeconomic_Analytics_2025.pdf,Socioeconomic Analytics,Brasil,Ciencias Naturales y Exactas,2025,Impact of adoption of new rice technologies: A solution for food security in Senegal,1,0,1,Falla fuerte,FF clasica,,
131,01458_Socioeconomic_Analytics_2025.pdf,Socioeconomic Analytics,Brasil,Ciencias Naturales y Exactas,2025,"Social Network Analysis of Occupational Structures: A Case Study of Brazil, China, Germany, Russia, and the United States",0,0,1,Sin falla relevante,Sin falla relevante,,
132,01467_Tempo_Social_2024.pdf,Tempo Social,Brasil,Ciencias Naturales y Exactas,2024,“Defendendo a paz social”: Entre a naturalização e o racismo em decisões de decretação de prisão preventiva,1,0,1,Falla fuerte,FF clasica,,
133,01490_Vértices_2020.pdf,Vértices,Brasil,Ciencias Naturales y Exactas,2020,"Prevalência de mosaicismo cromossômico em 2.500 casos realizados em um laboratório de genética no Estado do Rio de Janeiro, Brasil",1,0,0,Debilidad importante,Debilidad importante,,
134,01495_Estudios_Atacameños_2024.pdf,Estudios Atacameños,Chile,Ciencias Naturales y Exactas,2024,Sentido y valor de los mercados costeros de lugar en Chile,1,0,0,Sin falla relevante,Sin falla relevante,,
135,01506_Persona_y_Sociedad_2023.pdf,Persona y Sociedad,Chile,Ciencias Naturales y Exactas,2023,"#GeocienciasArcoíris, una iniciativa pionera en España para conocer la situación del colectivo LGBTI+ de Geociencias",1,1,1,Debilidad importante,FF con reconocimiento,,
136,01508_Persona_y_Sociedad_2023.pdf,Persona y Sociedad,Chile,Ciencias Naturales y Exactas,2023,Análisis de la comunicación de influencers políticas en TikTok en España y Argentina,1,1,0,Debilidad importante,Debilidad importante,,
137,01530_Revista_Hábitat_Sustentable_2024.pdf,Revista Hábitat Sustentable,Chile,Ciencias Naturales y Exactas,2024,Propuesta metodológica para medir el deslumbramiento en ambientes interiores mediante cuatro rangos de apertura ocular,1,0,0,Debilidad importante,Debilidad importante,,
138,01549_Acta_Neurológica_Colombiana_2023.pdf,Acta Neurológica Colombiana,Colombia,Ciencias Naturales y Exactas,2023,Polineuropatía desmielinizante inflamatoria crónica. Aspectos clínicos y electrofisiológicos,1,1,0,Debilidad importante,Debilidad importante,,
139,01552_Actualidades_Biológicas_2025.pdf,Actualidades Biológicas,Colombia,Ciencias Naturales y Exactas,2025,"Preliminary assessment of habitat uses and time budget by an urban group of white-footed tamarins (Oedipomidas leucopus, Callitrichidae)",1,1,0,Debilidad importante,Debilidad importante,,
140,01593_Cultura_y_Droga_2025.pdf,Cultura y Droga,Colombia,Ciencias Naturales y Exactas,2025,"Relación entre el craving y el trastorno por uso de metanfetamina en pacientes en tratamiento residencial del Estado de Aguascalientes, México",1,1,0,Debilidad importante,Debilidad importante,,
141,01597_Cultura_y_Droga_2024.pdf,Cultura y Droga,Colombia,Ciencias Naturales y Exactas,2024,Detección de fentanilo en estimulantes y reducción de daños en ciudades de México. Resultados de una intervención piloto desde Aguascalientes,1,1,0,Debilidad importante,Debilidad importante,,
142,01605_Desafíos_2025.pdf,Desafíos,Colombia,Ciencias Naturales y Exactas,2025,“A la gente como yo nos da lo mismo”. Efectos de las condiciones materiales en la indiferencia hacia el régimen político en América Latina,0,0,1,Sin falla relevante,Sin falla relevante,,
143,01642_RHS_Revista_Humanismo_y_Socied_2026.pdf,RHS Revista Humanismo y Sociedad,Colombia,Ciencias Naturales y Exactas,2026,"Nutritional Status and Social Determinants of Health of Children in the Palenque Neighborhood, in Quibdó, Chocó, 2021",1,0,0,Debilidad importante,Debilidad importante,,
144,01650_RHS_Revista_Humanismo_y_Socied_2025.pdf,RHS Revista Humanismo y Sociedad,Colombia,Ciencias Naturales y Exactas,2025,Understanding the Phenomenon of Death from University Students’ Perspective: An Indicator from Four Higher Education Institutions,1,0,1,Falla fuerte,FF clasica,,
145,01663_Revista_Colombiana_de_Obstetri_2024.pdf,Revista Colombiana de Obstetricia y Ginecología,Colombia,Ciencias Naturales y Exactas,2024,"Respuesta a la Carta al Editor sobre ""Cociente neutrófilos/linfocitos preoperatorios como factor pronóstico en el cáncer epitelial de ovario""",1,1,0,Debilidad importante,Debilidad importante,,
146,01664_Revista_Colombiana_de_Obstetri_2022.pdf,Revista Colombiana de Obstetricia y Ginecología,Colombia,Ciencias Naturales y Exactas,2022,"Prevalencia de disfunción sexual en gestantes en control prenatal en una institución hospitalaria en Rionegro, Colombia, 2020-2021",1,1,1,Debilidad importante,FF con reconocimiento,,
147,01670_Revista_Colombiana_de_Obstetri_2016.pdf,Revista Colombiana de Obstetricia y Ginecología,Colombia,Ciencias Naturales y Exactas,2016,"Respuestas a: comentarios sobre el artículo “Comparación de dos protocolos de manejo en preeclampsia severa lejos del término, y resultados maternos y neonatales: una cohorte histórica, Hospital Universitario San José, Popayán (Colombia)”",1,1,0,Debilidad importante,Debilidad importante,,
148,01686_Revista_Virtual_Universidad_Ca_2025.pdf,Revista Virtual Universidad Católica del Norte,Colombia,Ciencias Naturales y Exactas,2025,"Condiciones sociodemográficas, económicas, nutricionales y salud mental, asociadas a la calidad de vida en personas mayores de cinco ciudades colombianas",1,0,1,Falla fuerte,FF clasica,,
149,01691_Revista_de_Economía_del_Rosari_2026.pdf,Revista de Economía del Rosario,Colombia,Ciencias Naturales y Exactas,2026,Análisis de factores no cognitivos y desempeño acad´emico,1,0,0,Debilidad importante,Debilidad importante,,
150,01692_Revista_de_Economía_del_Rosari_2026.pdf,Revista de Economía del Rosario,Colombia,Ciencias Naturales y Exactas,2026,Las capacidades de los economistas que son más demandadas en el mercado laboral colombiano,1,1,1,Debilidad importante,FF con reconocimiento,,
151,01699_Revista_de_Economía_del_Rosari_2023.pdf,Revista de Economía del Rosario,Colombia,Ciencias Naturales y Exactas,2023,Teletrabajo y comportamiento creativo. El efecto moderador de la motivación intrínseca,0,0,1,Sin falla relevante,Sin falla relevante,,
152,01714_Revista_de_Investigación_Agrar_2025.pdf,Revista de Investigación Agraria y Ambiental,Colombia,Ciencias Naturales y Exactas,2025,"Interrelación entre las buenas prácticas agrícolas y la calidad de la leche cruda refrigerada:Un estudio en unidades de producción lecheras del valle de Taquari, Brasil",1,0,0,Debilidad importante,Debilidad importante,,
153,01718_Revista_de_Investigación_Agrar_2023.pdf,Revista de Investigación Agraria y Ambiental,Colombia,Ciencias Naturales y Exactas,2023,Productividad y estimación de la emisión de metano en vacas de leche en pastoreo suplementadas con papa (Solanum tuberosum),1,0,1,Falla fuerte,FF clasica,,
154,01719_Revista_de_Investigación_Agrar_2023.pdf,Revista de Investigación Agraria y Ambiental,Colombia,Ciencias Naturales y Exactas,2023,"Relación entre material particulado, variables meteorológicas e infecciones respiratorias agudas en la zona norte de Ocaña",1,0,1,Falla fuerte,FF clasica,,
155,01724_Suma_de_Negocios_2025.pdf,Suma de Negocios,Colombia,Ciencias Naturales y Exactas,2025,Retos en la gestión del talento humano: el papel del marketing interno en tiempos desfavorables - Challenges in talent management: The role of internal marketing in adverse times,1,0,1,Falla fuerte,FF clasica,,
156,01726_Suma_de_Negocios_2024.pdf,Suma de Negocios,Colombia,Ciencias Naturales y Exactas,2024,Employment and salaries of university graduates: impact evaluation of a financial aid programme by means of propensity score matching - Empleo y salarios de los graduados universitarios: evaluación del impacto de un programa de ayuda financiera mediante propensity score matching,1,0,0,Debilidad importante,Debilidad importante,,
157,01728_Suma_de_Negocios_2024.pdf,Suma de Negocios,Colombia,Ciencias Naturales y Exactas,2024,"Informalidad y desempeño económico: una aproximación inicial desde la percepción de los empresarios en la región Lima, Perú - Informality and economic performance: an initial approximation from the perception of businessmen in the Lima region, Peru",0,0,0,Sin falla relevante,Sin falla relevante,,
158,01730_Suma_de_Negocios_2024.pdf,Suma de Negocios,Colombia,Ciencias Naturales y Exactas,2024,Modelo de 4Fs del marketing digital: vínculo con el posicionamiento de Marca - The 4Fs model of digital marketing: Its impact on brand positioning,1,0,0,Debilidad importante,Debilidad importante,,
159,01731_Universidad_y_Salud_2026.pdf,Universidad y Salud,Colombia,Ciencias Naturales y Exactas,2026,"Prevalencia de consumo de alimentos fuente de zinc y factores asociados en niños de un hogar infantil de Pamplona, Colombia",0,0,0,Sin falla relevante,Sin falla relevante,,
160,01732_Universidad_y_Salud_2025.pdf,Universidad y Salud,Colombia,Ciencias Naturales y Exactas,2025,"Estrategias didácticas para la prevención de parásitos intestinales en niños escolares del departamento de Antioquia, Colombia",1,0,1,Falla fuerte,FF clasica,,
161,01733_Universidad_y_Salud_2025.pdf,Universidad y Salud,Colombia,Ciencias Naturales y Exactas,2025,Percepción de riesgo y consumo de cigarro electrónico en estudiantes de enfermería de una universidad pública de México,1,1,0,Debilidad importante,Debilidad importante,,
162,01734_Universidad_y_Salud_2025.pdf,Universidad y Salud,Colombia,Ciencias Naturales y Exactas,2025,"Retorno al trabajo, funcionalidad familiar y apoyo social en mujeres que fueron gestantes después de los 35 años en Antioquia, Colombia",1,1,1,Debilidad importante,FF con reconocimiento,,
163,01735_Universidad_y_Salud_2025.pdf,Universidad y Salud,Colombia,Ciencias Naturales y Exactas,2025,Utilidad de la Escala de Alvarado en pacientes pediátricos con dolor abdominal del Hospital Universitario del Valle,0,0,0,Sin falla relevante,Sin falla relevante,,
164,01737_Universidad_y_Salud_2024.pdf,Universidad y Salud,Colombia,Ciencias Naturales y Exactas,2024,Abriendo puertas para la vida: Programa de prevención de conductas suicidas a través de docentes Gatekeepers,1,0,1,Falla fuerte,FF clasica,,
165,01740_Universidad_y_Salud_2024.pdf,Universidad y Salud,Colombia,Ciencias Naturales y Exactas,2024,"Rol comunicativo del cuidador en pacientes con accidente cerebrovascular, Sincelejo, Colombia",1,0,0,Debilidad importante,Debilidad importante,,
166,01760_Cedamaz_2024.pdf,Cedamaz,Ecuador,Ciencias Naturales y Exactas,2024,Satisfacción estudiantil posutilización del simulador dental para prácticas de anestesia durante el periodo abril/septiembre 2023.,1,0,1,Debilidad importante,FF clasica,,
167,01762_Informática_y_Sistemas_2026.pdf,Informática y Sistemas,Ecuador,Ciencias Naturales y Exactas,2026,Aplicación de Design Thinking en el diseño de un entorno interactivo de Química con Realidad Aumentada,1,1,1,Debilidad importante,FF con reconocimiento,,
168,01764_Informática_y_Sistemas_2026.pdf,Informática y Sistemas,Ecuador,Ciencias Naturales y Exactas,2026,"Transformación Tecnológica del Patrimonio Festivo mediante Realidad Aumentada: el Pase del Niño Rey de Reyes de Riobamba, Ecuador",1,0,1,Falla fuerte,FF clasica,,
169,01792_Revista_Científica_UISRAEL_2026.pdf,Revista Científica UISRAEL,Ecuador,Ciencias Naturales y Exactas,2026,Crecimiento Creativo en Preescolares Peruanos a través del Modelado con Globos,1,0,1,Falla fuerte,FF clasica,,
170,01794_Revista_Científica_UISRAEL_2026.pdf,Revista Científica UISRAEL,Ecuador,Ciencias Naturales y Exactas,2026,Influencia del liderazgo educativo directivo sobre el clima social escolar: estudio comparativo entre una institución pública y una privada,1,0,1,Falla fuerte,FF clasica,,
171,01799_Revista_Científica_UISRAEL_2025.pdf,Revista Científica UISRAEL,Ecuador,Ciencias Naturales y Exactas,2025,La influencia de la comprensión lectora en la resolución de problemas matemáticos en los estudiantes de Educación General Básica,1,1,0,Debilidad importante,Debilidad importante,,
172,01800_Revista_Científica_UISRAEL_2025.pdf,Revista Científica UISRAEL,Ecuador,Ciencias Naturales y Exactas,2025,La lectura guiada para el desarrollo de la comprensión lectora en los estudiantes de primaria,1,0,1,Falla fuerte,FF clasica,,
173,01802_Universitas_2026.pdf,Universitas,Ecuador,Ciencias Naturales y Exactas,2026,Desinformación e inteligencia artificial en el discurso político: uso de IA generativa en el Parlamento de Galicia (España),1,0,1,Falla fuerte,FF clasica,,
174,01848_Puriq_2024.pdf,Puriq,Peru,Ciencias Naturales y Exactas,2024,Burnout y estrés laboral en docentes de Instituciones de Educación Secundaria del distrito de Juliaca,1,0,1,Falla fuerte,FF clasica,,
175,01851_Revista_Amazónica_de_Ciencias_2026.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2026,"Articulación entre gestión pública y organizaciones sociales en el desarrollo comunitario: estudio de caso en Valencia, Ecuador",1,0,1,Debilidad importante,FF clasica,,
176,01853_Revista_Amazónica_de_Ciencias_2026.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2026,Efectividad del marketing de contenidos en la percepción y promoción de servicios de salud en un contexto rural de Ecuador,0,1,1,Debilidad importante,Debilidad importante,,
177,01854_Revista_Amazónica_de_Ciencias_2026.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2026,Las 4C's del marketing y la preferencia del consumidor del sector de prendas de vestir en Tarapoto,1,0,1,Falla fuerte,FF clasica,,
178,01855_Revista_Amazónica_de_Ciencias_2026.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2026,Planificación financiera y financiamiento externo: evidencia empírica en microempresas comerciales,0,0,0,Sin falla relevante,Sin falla relevante,,
179,01856_Revista_Amazónica_de_Ciencias_2026.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2026,Relación entre el presupuesto público y la calidad del gasto en el Gobierno Regional de San Martín,0,0,0,Sin falla relevante,Sin falla relevante,,
180,01857_Revista_Amazónica_de_Ciencias_2025.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2025,"Agroturismo sostenible impulsando el desarrollo local: Caso de estudio en Rancho Escondido, Cantón El Empalme",1,0,1,Debilidad importante,FF clasica,,
181,01858_Revista_Amazónica_de_Ciencias_2025.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2025,"Influencia de las características arquitectónicas en la calidad del servicio de mercados de abastos: Caso Yurimaguas, Perú",0,0,0,Sin falla relevante,Sin falla relevante,,
182,01859_Revista_Amazónica_de_Ciencias_2025.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2025,"Integración de los objetivos de desarrollo sostenible en emprendimientos turísticos de Manabí, Ecuador: prácticas locales desde una perspectiva territorial",1,0,1,Falla fuerte,FF clasica,,
183,01860_Revista_Amazónica_de_Ciencias_2025.pdf,Revista Amazónica de Ciencias Económicas,Peru,Ciencias Naturales y Exactas,2025,Marketing verde e imagen de marca: Caso de estudio en una empresa distribuidora de agua,0,0,0,Sin falla relevante,Sin falla relevante,,
184,01866_Revista_Científica_de_Sistemas_2025.pdf,Revista Científica de Sistemas e Informática,Peru,Ciencias Naturales y Exactas,2025,Análisis de sentimientos en la red social X para la evaluación del posicionamiento de candidatos en elecciones políticas,1,1,1,Debilidad importante,FF con reconocimiento,,
185,01929_Revista_Argentina_de_Reumatolo_2024.pdf,Revista Argentina de Reumatología,Argentina,Ciencias de la Salud,2024,Orales,1,1,0,Debilidad importante,Debilidad importante,,
186,01930_Revista_Argentina_de_Reumatolo_2024.pdf,Revista Argentina de Reumatología,Argentina,Ciencias de la Salud,2024,Posters destacados,1,0,0,Debilidad importante,Debilidad importante,,
187,01956_Salud_Colectiva_2024.pdf,Salud Colectiva,Argentina,Ciencias de la Salud,2024,"Stigma in homelessness and health care: reflections from a Housing First program in Barcelona, Spain",1,1,0,Sin falla relevante,Sin falla relevante,,
188,01957_Salud_Colectiva_2023.pdf,Salud Colectiva,Argentina,Ciencias de la Salud,2023,Placing survival above the ideal of motherhood: experiences of migratory mourning of migrant mothers in Chile,1,0,0,Sin falla relevante,Sin falla relevante,,
189,01961_ABCS_Health_Sciences_2026.pdf,ABCS Health Sciences,Brasil,Ciencias de la Salud,2026,Relationship between functional capacity and reduced lung function in adults with long Covid: Sulcovid-19 Survey,1,1,1,Debilidad importante,FF con reconocimiento,,
190,01963_ABCS_Health_Sciences_2025.pdf,ABCS Health Sciences,Brasil,Ciencias de la Salud,2025,Analysis of Sleep Quality in Patients with Hereditary Angioedema,1,1,0,Debilidad importante,Debilidad importante,,
191,01966_ABCS_Health_Sciences_2025.pdf,ABCS Health Sciences,Brasil,Ciencias de la Salud,2025,Presence of symptoms after COVID-19 infection may explain the onset of female urinary incontinence: a cross-sectional study,1,0,1,Falla fuerte,FF clasica,,
192,01967_ABCS_Health_Sciences_2025.pdf,ABCS Health Sciences,Brasil,Ciencias de la Salud,2025,Regular exercise in adolescents with ACE gene polymorphism helps preventing cardiovascular risk factors,1,0,1,Falla fuerte,FF clasica,,
193,01968_ABCS_Health_Sciences_2024.pdf,ABCS Health Sciences,Brasil,Ciencias de la Salud,2024,Estudo epidemiológico da Hepatite C em pessoas privadas de liberdade,1,0,1,Falla fuerte,FF clasica,,
194,01972_Acta_Ortopédica_Brasileira_2025.pdf,Acta Ortopédica Brasileira,Brasil,Ciencias de la Salud,2025,EVALUATION OF ARTHROSCOPIC TREATMENT OF TRIANGULAR FIBROCARTILAGE,1,1,1,Debilidad importante,FF con reconocimiento,,
195,01973_Acta_Ortopédica_Brasileira_2025.pdf,Acta Ortopédica Brasileira,Brasil,Ciencias de la Salud,2025,GENICULAR NERVE ABLATION IN KNEE OSTEOARTHRITIS: A RANDOMIZED PROSPECTIVE STUDY,1,1,1,Debilidad importante,FF con reconocimiento,,
196,01974_Acta_Ortopédica_Brasileira_2025.pdf,Acta Ortopédica Brasileira,Brasil,Ciencias de la Salud,2025,"SHOULDER PAIN, ULTRASOUND CHANGES, AND FUNCTIONAL PERFORMANCE IN OBESE PATIENTS",1,1,1,Debilidad importante,FF con reconocimiento,,
197,01975_Acta_Ortopédica_Brasileira_2025.pdf,Acta Ortopédica Brasileira,Brasil,Ciencias de la Salud,2025,SURGICAL PROCEDURES PROLONG AMBULATION IN PATIENTS WITH DUCHENNE MUSCULAR DYSTROPHY,1,1,1,Debilidad importante,FF con reconocimiento,,
198,01978_Acta_Ortopédica_Brasileira_2024.pdf,Acta Ortopédica Brasileira,Brasil,Ciencias de la Salud,2024,EPIDEMIOLOGICAL PROFILE OF PATIENTS WITH TIBIA DIAPHYSIS FRACTURE TREATED AT A TERTIARY LEVEL HOSPITAL,1,0,1,Falla fuerte,FF clasica,,
199,01980_Acta_Ortopédica_Brasileira_2024.pdf,Acta Ortopédica Brasileira,Brasil,Ciencias de la Salud,2024,WHAT IS THE EPIDEMIOLOGICAL PROFILE OF ACUTE HAND INFECTIONS AT A HOSPITAL IN SAO PAULO?,1,0,0,Debilidad importante,Debilidad importante,,
200,01981_Acta_Paulista_de_Enfermagem_2026.pdf,Acta Paulista de Enfermagem,Brasil,Ciencias de la Salud,2026,Aleitamento na primeira hora de vida e via de parto entre primíparas,1,0,0,Debilidad importante,Debilidad importante,,
201,01984_Acta_Paulista_de_Enfermagem_2026.pdf,Acta Paulista de Enfermagem,Brasil,Ciencias de la Salud,2026,Gerência do cuidado de enfermagem no contexto pandêmico da COVID-19: estudo qualitativo,1,1,0,Sin falla relevante,Sin falla relevante,,
202,01991_Arquivos_Brasileiros_de_Cardio_2026.pdf,Arquivos Brasileiros de Cardiologia,Brasil,Ciencias de la Salud,2026,Explorando as Correlações entre as Manifestações Clínicas e Radiológicas Iniciais na Arterite de Takayasu,1,0,1,Falla fuerte,FF clasica,,
203,01993_Arquivos_Brasileiros_de_Cardio_2025.pdf,Arquivos Brasileiros de Cardiologia,Brasil,Ciencias de la Salud,2025,Análise de Sobrevida e Fatores Associados a Mortalidade em Portadores de Insuficiência Cardíaca na Coorte ELSA-Brasil,1,0,0,Debilidad importante,Debilidad importante,,
204,01994_Arquivos_Brasileiros_de_Cardio_2025.pdf,Arquivos Brasileiros de Cardiologia,Brasil,Ciencias de la Salud,2025,Aplicações Prognósticas dos Escores Clínicos Atuais em Insuficiência Cardíaca com Fração de Ejeção Preservada: Um Estudo de Coorte Prospectivo,1,0,1,Falla fuerte,FF clasica,,
205,01995_Arquivos_Brasileiros_de_Cardio_2025.pdf,Arquivos Brasileiros de Cardiologia,Brasil,Ciencias de la Salud,2025,"O Twitter (X) como Ferramenta de Comunicação e Educação para Cardiologistas Brasileiros: Perfil, Influência e Desafios",1,1,1,Debilidad importante,FF con reconocimiento,,
206,01998_Arquivos_Brasileiros_de_Cardio_2022.pdf,Arquivos Brasileiros de Cardiologia,Brasil,Ciencias de la Salud,2022,A Curva Volume-Tempo Obtida pela Ecocardiografia Tridimensional na Cardiomiopatia Chagásica: Análise do Mecanismo das Adaptações Hemodinâmicas,1,1,1,Debilidad importante,FF con reconocimiento,,
207,02004_Brazilian_Dental_Science_2025.pdf,Brazilian Dental Science,Brasil,Ciencias de la Salud,2025,Has Brazilian Pediatric Dentistry broken the glass ceiling in women’s participation in academic science?,1,1,1,Debilidad importante,FF con reconocimiento,,
208,02011_Brazilian_Journal_of_Forensic_2025.pdf,"Brazilian Journal of Forensic Sciences, Medical Law and Bioethics",Brasil,Ciencias de la Salud,2025,Analysis of Whistleblowing in Academia,1,0,1,Falla fuerte,FF clasica,,
209,02017_Brazilian_Journal_of_Forensic_2022.pdf,"Brazilian Journal of Forensic Sciences, Medical Law and Bioethics",Brasil,Ciencias de la Salud,2022,Anais do VII SimpoCrime – Simpósio de Criminal Profiling e  Análise Criminal Comportamental,1,1,1,Debilidad importante,FF con reconocimiento,,
210,02021_Brazilian_Journal_of_Nephrolog_2026.pdf,Brazilian Journal of Nephrology,Brasil,Ciencias de la Salud,2026,Analysis of sarcopenia parameters and falls in hemodialysis patients: no association found in a cross-sectional study,1,1,1,Debilidad importante,FF con reconocimiento,,
