pdf_id,A,B,C,D,notas,revisor
218,1,1,1,FF con reconocimiento,Muestra de conveniencia en un hospital de emergencia; reconoce limite de generalizacion y recomienda programas/protocolos en servicios.,codex_gpt
219,0,0,0,Sin falla relevante,Cuasi-experimento con seleccion aleatoria simple desde elegibles; no se observa falla A&C relevante.,codex_gpt
220,1,1,1,FF con reconocimiento,Muestreo snowball con poblacion trans via ONG; reconoce la estrategia de captacion y concluye sobre barreras institucionales amplias.,codex_gpt
221,1,1,0,Debilidad importante,Corte transversal de profesionales de enfermeria con limite de generalizacion reconocido; conclusiones se mantienen en asociaciones descriptivas.,codex_gpt
222,1,1,0,Debilidad importante,Cohorte retrospectiva de 47 pacientes de columna; compara costo-efectividad por edad con alcance principalmente del grupo tratado.,codex_gpt
223,1,0,0,Debilidad importante,Serie retrospectiva de 404 cirugias AIS para clasificacion; muestra hospitalaria pero conclusion no fuerza extrapolacion poblacional.,codex_gpt
224,1,1,1,FF con reconocimiento,Encuesta voluntaria no aleatorizada de 95 cirujanos de columna; concluye alta prevalencia en cirujanos de columna.,codex_gpt
225,1,0,0,Debilidad importante,Serie retrospectiva de 41 lesionados medulares; resultados no significativos y conclusion acotada al seguimiento clinico.,codex_gpt
226,1,1,1,FF con reconocimiento,"Cohorte historica unicentrica; reconoce tamano pequeno, sesgo retrospectivo y falta de generalizacion, pero formula pronostico clinico amplio.",codex_gpt
227,1,1,1,FF con reconocimiento,Encuesta retrospectiva con respuesta parcial tras discectomia; reconoce limites y aun deriva orientaciones para practica deportiva.,codex_gpt
228,0,0,0,Sin falla relevante,"Ensayo in vivo con asignacion aleatorizada de grupos; la pregunta es experimental, no de inferencia poblacional por muestra no probabilistica.",codex_gpt
229,1,1,1,FF con reconocimiento,Estudio longitudinal de pacientes ortodonticos de programa/consulta; reconoce restricciones y concluye diferencias entre alineadores y brackets.,codex_gpt
230,1,0,1,FF clasica,Caso-control prospectivo pequeno de pacientes CLP; concluye mejora estetica por lip filling con muestra clinica no probabilistica.,codex_gpt
231,1,1,1,FF con reconocimiento,Cohorte prospectiva pequena de pacientes pediatricos odontologicos; reconoce caracter preliminar y aun infiere efecto de perdida prematura.,codex_gpt
232,1,1,1,FF con reconocimiento,Estudio transversal de casos ortodonticos aprobados por junta; reconoce restricciones de muestra y generaliza errores/prediccion.,codex_gpt
233,0,0,0,Sin falla relevante,Ensayo cruzado aleatorizado con calculo muestral; inferencia principal es experimental interna.,codex_gpt
234,1,0,1,FF clasica,Estudio transversal con ortodoncistas que evaluan casos; muestra profesional no probabilistica y conclusiones sobre decisiones terapeuticas.,codex_gpt
235,1,0,0,Debilidad importante,"Comparacion retrospectiva pareada de 42 pacientes; sugiere menor reabsorcion con LIPUS, pero el alcance queda relativamente clinico-local.",codex_gpt
236,1,1,1,FF con reconocimiento,Encuesta transversal digital en estudiantes de una universidad; reconoce ausencia de causalidad/seguimiento y recomienda estrategias institucionales.,codex_gpt
237,0,0,0,No evaluable,Protocolo de ensayo clinico sin resultados empiricos observados; no permite auditar A&C en conclusiones de resultados.,codex_gpt
238,0,0,0,Sin falla relevante,"Analisis retrospectivo de registros de pruebas virales del laboratorio; funciona como serie/censo de registros, sin sobreinferencia muestral clara.",codex_gpt
239,1,1,1,FF con reconocimiento,Muestra de conveniencia de insuficiencia cardiaca y controles; reconoce limitaciones y concluye diferencias de actividad frente a sanos.,codex_gpt
240,1,1,1,FF con reconocimiento,Estudio prospectivo no aleatorizado de tecnicas BSSO; reconoce sesgos por sexo/edad/genioplastia y concluye recuperacion sensorial superior.,codex_gpt
241,1,1,0,Debilidad importante,"Notificaciones espontaneas de RAM en hospital de ensenanza; reconoce subnotificacion/clasificacion, con conclusion institucional acotada.",codex_gpt
242,1,0,1,FF clasica,Intervencion educativa en 123 pacientes hipertensos de servicio; compara grupos y recomienda uso de folder sin limite de generalizacion claro.,codex_gpt
243,1,0,1,FF clasica,Analisis retrospectivo/cualitativo con participantes sobre azitromicina en pandemia; infiere uso significativo y necesidad educativa sin cautela muestral.,codex_gpt
244,1,1,0,Debilidad importante,Registro multicentrico consecutivo de cinco hospitales; reconoce limitaciones del registro y las conclusiones se centran en diferencias observadas.,codex_gpt
245,1,0,1,FF clasica,Encuesta electronica a corredores de asesorias/grupos; identifica predictores y recomienda prevencion para corredores brasilenos sin reconocimiento visible.,codex_gpt
246,1,0,1,FF clasica,Retrospectivo longitudinal de 35 pacientes en hospital de referencia; asocia complicaciones con clasificacion AO/OTA y resultados funcionales.,codex_gpt
247,1,0,1,FF clasica,Cohorte retrospectiva TriNetX con PSM; base amplia pero no probabilistica y concluye mayor riesgo de fallo por artrodesis.,codex_gpt
248,1,1,1,FF con reconocimiento,Estudio retrospectivo de solo 10 carcaras de vida libre; reconoce tamano pequeno y propone valores de referencia diagnosticos.,codex_gpt
249,1,1,1,FF con reconocimiento,Duplicado aparente del estudio de carcaras; misma muestra pequena y reconocimiento de limitaciones antes de proponer referencia radiografica.,codex_gpt
250,1,0,0,Debilidad importante,"Estudio en 89 vacas de tres granjas; compara grupos con pruebas estadisticas, pero conclusion se limita a hallazgos diagnosticos observados.",codex_gpt
251,1,0,1,FF clasica,Prevalencia serologica en comunidades especificas; extrapola riesgo/prevalencia sin reconocimiento visible de muestreo.,codex_gpt
252,1,1,0,Debilidad importante,Muestras vegetales de zonas seleccionadas; reconoce alcance descriptivo y no fuerza inferencia poblacional.,codex_gpt
253,1,1,1,FF con reconocimiento,Serie retrospectiva secuencial post-COVID; reconoce limitaciones y concluye deterioro funcional en la poblacion estudiada.,codex_gpt
254,1,1,1,FF con reconocimiento,Encuesta online de conveniencia a universitarios; reconoce sesgos de representacion y asocia actividad fisica con autopercepcion de salud.,codex_gpt
255,1,1,0,Sin falla relevante,Muestra por conveniencia de adultos mayores; reconoce que no permite extrapolar y concluye acotado al grupo estudiado.,codex_gpt
256,0,0,0,Sin falla relevante,"Ensayo fase II doble ciego controlado con placebo; inferencia experimental interna, sin falla A&C de muestreo poblacional.",codex_gpt
257,1,0,1,FF clasica,Encuesta virtual transversal a trabajadores remotos; concluye impacto de pandemia y uso de PICS con alcance amplio sin cautela muestral clara.,codex_gpt
258,1,1,1,FF con reconocimiento,Muestra por conveniencia de 62 mayores; reconoce limitaciones y concluye influencia del miedo a caer en desempeno funcional.,codex_gpt
259,1,0,1,FF clasica,Estudio transversal de 61 conductores mayores; deriva conclusiones generales sobre conduccion y bienestar sin limite muestral claro.,codex_gpt
260,1,0,0,Debilidad importante,Prontuarios de clinica-escuela; reconoce datos autorreferidos y conclusion principalmente sobre necesidad de pesquisa geriatrica.,codex_gpt
261,1,0,1,FF clasica,Muestra clinica de primer atendimento psiquiatrico; usa asociaciones y concluye relevancia clinica general de contratransferencia.,codex_gpt
262,1,0,1,FF clasica,Prontuarios de hospital de media complejidad; estima prevalencias y riesgos en mayores hospitalizados con alcance amplio.,codex_gpt
263,1,1,1,FF con reconocimiento,Entrevistas a 171 mayores con espacio amostral limitado reconocido; concluye agravamiento de salud mental y habitos durante pandemia.,codex_gpt
264,1,1,0,Debilidad importante,Caso-control de adultos mayores pareados; reconoce predominio femenino/baja escolaridad y no encuentra diferencias significativas.,codex_gpt
265,1,1,1,FF con reconocimiento,Cuestionario online a dentistas/estudiantes; muestra voluntaria y conclusiones sobre decisiones restauradoras en Brasil.,codex_gpt
266,1,1,1,FF con reconocimiento,Estudio ecologico con datos secundarios; reconoce sesgos ecologicos/calidad de datos y concluye baja resolucion municipal.,codex_gpt
267,1,1,0,Debilidad importante,"Cuasi-experimento educativo; reconoce falta de aleatorizacion completa y limita generalizacion, con conclusion de mejora de conocimiento.",codex_gpt
268,1,0,1,FF clasica,Analisis retrospectivo pequeno de 35 ninos en UCI; concluye que cavidad oral sirve como reservorio respiratorio sin cautela visible.,codex_gpt
269,1,1,1,FF con reconocimiento,Corte transversal de 55 ninos autistas en una asociacion; concluye necesidad de programas preventivos para ninos y padres.,codex_gpt
270,1,1,1,FF con reconocimiento,"Muestra clinica de ninos obesos; reconoce ausencia de grupo control y recomienda estudios mayores, aunque concluye sobre maloclusion.",codex_gpt
271,1,0,1,FF clasica,Encuesta a 37 dentistas de una ciudad; infiere comprension profesional de desafios post-oncologicos sin cautela muestral.,codex_gpt
272,1,1,1,FF con reconocimiento,"Encuesta online a beneficiarios de transferencia de renta; reconoce baja participacion y barreras digitales, pero concluye sobre SAN.",codex_gpt
273,1,1,0,Debilidad importante,Experimento observacional con solo cuatro ninos; advierte necesidad de mas estudios y mantiene conclusion preliminar.,codex_gpt
274,1,1,1,FF con reconocimiento,"Cohorte prospectiva en dos hospitales; reconoce heterogeneidad y mediciones no padronizadas, pero infiere riesgo de estancia/muerte.",codex_gpt
275,1,1,1,FF con reconocimiento,Retrospectivo de 60 pacientes COVID en UCI unica; reconoce sesgo de seleccion/muestra limitada y concluye utilidad pronostica.,codex_gpt
276,1,1,1,FF con reconocimiento,Encuesta a discentes de medicina de una universidad; reconoce limites y concluye necesidad formativa en comunicacion de malas noticias.,codex_gpt
277,1,0,0,Debilidad importante,Encuesta exploratoria a medicos de hospital oncologico; conclusiones se restringen a percepciones y conducta institucional.,codex_gpt
278,1,0,1,FF clasica,Estudio retrospectivo de gestantes con HIV; compara metodos y concluye insuficiente adherencia/riesgo de transmision sin cautela muestral clara.,codex_gpt
279,0,0,0,Sin falla relevante,"Estudio cualitativo con 17 personas con lesion medular; conclusiones se formulan como experiencias de participantes, no inferencia estadistica.",codex_gpt
280,1,0,1,FF clasica,Conveniencia de madres en unidades/escuelas; asocia factores sociodemograficos con CAP y recomienda politicas educativas amplias.,codex_gpt
281,0,0,0,Sin falla relevante,Estudio cualitativo sobre clima etico hospitalario; no hay inferencia estadistica poblacional A&C.,codex_gpt
282,1,0,1,FF clasica,Prontuarios retrospectivos de gestantes con sepsis; concluye contribucion del sistema de alerta/protocolos sin reconocimiento visible.,codex_gpt
283,1,1,1,FF con reconocimiento,Muestra no probabilistica de 31 madres en una unidad neonatal; reconoce generalizacion limitada y recomienda educacion permanente.,codex_gpt
284,1,0,0,Debilidad importante,"Pesquisa-accion municipal local; resultados orientan construccion del nucleo, sin extrapolacion inferencial fuerte.",codex_gpt
285,1,1,1,FF con reconocimiento,Evaluacion de usabilidad con pocos usuarios directos; reconoce falta de participacion de publico objetivo y concluye utilidad de plataforma.,codex_gpt
286,1,0,1,FF clasica,Retrospectivo unicentrico de 81 fracturas; concluye superioridad/beneficios de tecnica MIPO sin cautela de seleccion.,codex_gpt
287,1,1,1,FF con reconocimiento,"Corte transversal en escuelas publicas; reconoce autorreporte, causalidad y generalizacion limitada, pero concluye factores asociados en adolescentes.",codex_gpt
288,1,1,1,FF con reconocimiento,Cohorte prospectiva de prematuros de hospital universitario; reconoce limitaciones y concluye determinantes del crecimiento.,codex_gpt
289,1,1,1,FF con reconocimiento,Encuesta transversal de familias SMA reclutadas; conclusiones sobre percepcion paciente/cuidador con muestra de participantes elegibles.,codex_gpt
290,1,1,1,FF con reconocimiento,Corte transversal escolar con tiempo de pantalla autorreportado; concluye asociacion con sintomas psicologicos en adolescentes.,codex_gpt
291,1,1,0,Debilidad importante,Revision retrospectiva de intentos suicidas en dos emergencias; reconoce no causalidad/subregistro y conclusion comparativa acotada.,codex_gpt
292,1,1,1,FF con reconocimiento,Corte transversal en hospital terciario; reconoce concentracion regional y concluye religiosidad asociada a menor uso de alcohol.,codex_gpt
293,1,1,1,FF con reconocimiento,Dentistas captados en redes sociales; reconoce limitacion de busqueda/seleccion y concluye necesidad de protocolos.,codex_gpt
294,1,1,1,FF con reconocimiento,Muestra no probabilistica de hemodialisis; reconoce falta de validez externa/control y concluye factores asociados a edentulismo.,codex_gpt
295,1,1,1,FF con reconocimiento,Datos secundarios SINAN; reconoce limites de vigilancia/servicios y concluye factores sociodemograficos-clinicos de dengue grave.,codex_gpt
296,1,1,1,FF con reconocimiento,"Muestra pequena de una escuela; reconoce no generalizacion y autorreporte, pero recomienda programas preventivos escolares.",codex_gpt
297,0,0,0,Sin falla relevante,"Articulo metodologico sobre poblaciones de dificil acceso; el foco es estrategia de reclutamiento, no extrapolacion inferencial de resultados.",codex_gpt
298,1,1,1,FF con reconocimiento,Cohorte RPS con perdidas de seguimiento reconocidas; concluye determinantes tempranos de masa libre de grasa.,codex_gpt
299,1,1,1,FF con reconocimiento,"Corte transversal en APS de una ciudad; reconoce respuesta/refusos y alcance local, pero concluye diferencias de cultura de seguridad.",codex_gpt
300,1,1,1,FF con reconocimiento,RDS en 10 ciudades; reconoce controversias/agregacion/no representatividad y concluye alta discriminacion en HSH de Brasil.,codex_gpt
301,1,0,1,FF clasica,Muestra intencional de 68 participantes en experiencias rurales seleccionadas; concluye necesidad de incentivar atributos APS en territorios.,codex_gpt
302,1,1,0,Debilidad importante,Muestra reducida de 20 mayores de proyecto UNAMI; reconoce sesgo/tamano y conclusion acotada a participantes.,codex_gpt
303,1,0,1,FF clasica,Encuesta transversal a trabajadores de 14 puestos; concluye efectos de baja informacion y vulnerabilidad laboral sin cautela muestral.,codex_gpt
304,1,0,0,Debilidad importante,Estudio transversal de salas de vacuna en distrito; conclusion local sobre inadecuaciones y gestion de riesgos.,codex_gpt
305,1,0,0,Debilidad importante,"Evaluacion antes-despues de curso de buenas practicas; conclusion pedagogica descriptiva segun escolaridad, sin extrapolacion fuerte.",codex_gpt
306,1,1,0,Debilidad importante,Serie longitudinal retrospectiva institucional de reacciones transfusionales; evalua practica local y gravedad por unidad.,codex_gpt
307,1,1,1,FF con reconocimiento,Estudio hospitalario con ventana temporal limitada reconocida; concluye eventos adversos por cateter y orienta prevencion.,codex_gpt
308,1,0,1,FF clasica,Corte transversal de 107 pacientes de hemodialisis de un hospital; concluye buena calidad de vida/autocuidado sin cautela visible.,codex_gpt
309,1,0,1,FF clasica,Analisis documental de 160 trabajos estudiantiles; propone intervencion pedagogica extensible a otras poblaciones sin cautela suficiente.,codex_gpt
310,1,1,0,Debilidad importante,Muestreo no probabilistico de 56 estudiantes; reconoce limitada generalizacion y conclusion sobre relacion academica local.,codex_gpt
311,1,0,1,FF clasica,Muestra por conveniencia de 102 universitarios; concluye estres como desencadenante/agravante de ansiedad sin reconocimiento visible.,codex_gpt
312,1,1,1,FF con reconocimiento,Muestras de agua y evaluacion deterministica de riesgo; reconoce incertidumbre metodologica y concluye riesgo sanitario amplio.,codex_gpt
313,1,0,0,Debilidad importante,Analisis de causas judiciales sobre Nusinersen; no es muestreo poblacional clasico y conclusiones se centran en eficiencia del proceso.,codex_gpt
314,1,1,0,Debilidad importante,"Estudio transversal prospectivo de 112 trabajadores; estima prevalencia/factores, pero conclusion se mantiene clinico-descriptiva.",codex_gpt
315,0,0,0,Sin falla relevante,Muestreo aleatorio estratificado de pacientes endoscopicos; no se observa falla A&C relevante.,codex_gpt
316,1,1,1,FF con reconocimiento,"Paginas de Instagram seleccionadas por busqueda; reconoce sesgo del mecanismo y datos no verificados, pero concluye incumplimiento etico.",codex_gpt
317,1,1,0,Debilidad importante,Pacientes hospitalizados evaluados por FPM; limitaciones del IMC/diseno y conclusion clinica moderada sobre asociacion.,codex_gpt
318,1,1,0,Debilidad importante,Muestra no probabilistica intencional de 31 pacientes con disfagia; reconoce seleccion y no seguimiento largo.,codex_gpt
319,0,0,0,No evaluable,"PDF corresponde a premio/compilacion de investigacion con resumenes, no a un articulo unico claramente auditable.",codex_gpt
320,1,1,1,FF con reconocimiento,Comparativo transversal con 14 pacientes CRC y 14 controles; reconoce muestra pequena y concluye necesidad de evaluacion nutricional.,codex_gpt
321,1,0,1,FF clasica,Encuesta multicentrica online a estudiantes de medicina; concluye conocimientos/aceptacion en Latinoamerica sin cautela suficiente.,codex_gpt
322,1,1,1,FF con reconocimiento,Encuesta virtual a 114 dentistas; reconoce tamano muestral/no representatividad y concluye bajo conocimiento normativo.,codex_gpt
323,1,1,1,FF con reconocimiento,Analisis secundario de gestantes vulnerables; reconoce sesgo de registros y concluye necesidad de estrategias/politicas.,codex_gpt
324,1,1,1,FF con reconocimiento,Pre-experimento con muestra no probabilistica y perdida de participantes; reconoce validez externa limitada y concluye mejoras fisicas.,codex_gpt
325,0,0,0,Sin falla relevante,Muestra probabilistica de estudiantes de medicina; no hay falla A&C relevante.,codex_gpt
326,1,1,1,FF con reconocimiento,Observacional multicentrico de hemodialisis; reconoce no causalidad/confusion y concluye factores asociados a mortalidad.,codex_gpt
327,1,0,1,FF clasica,Retrospectivo de 34 casos de hemorragia postparto; formula vigilancia y estrategias preventivas sin cautela visible.,codex_gpt
328,1,0,0,Debilidad importante,Estudio retrospectivo descriptivo de prevalencia en emergencia; limitaciones de diseno y conclusion principalmente descriptiva.,codex_gpt
329,1,1,0,Debilidad importante,"Retrospectivo institucional con muestra incompleta; reconoce sesgo y poblacion no general, conclusion diagnostica prudente.",codex_gpt
330,0,0,0,Sin falla relevante,Estudio epidemiologico veterinario con asociaciones descriptivas; no se aprecia falla de extrapolacion fuerte en el texto revisado.,codex_gpt
331,0,0,0,Sin falla relevante,"Evaluacion toxico/experimental en Apis mellifera; la inferencia central es de efecto letal bajo condiciones de estudio, no poblacional A&C.",codex_gpt
332,1,0,1,FF clasica,Comparacion productiva de lechones en region especifica; concluye efectividad/comportamiento productivo sin cautela muestral clara.,codex_gpt
333,0,0,0,Sin falla relevante,Muestra aleatoria estratificada de enfermeros; no se observa falla A&C relevante.,codex_gpt
334,1,0,1,FF clasica,Encuesta estratificada e entrevistas en docentes mongoles; concluye potencial del desarrollo profesional con alcance amplio sin cautela visible.,codex_gpt
335,0,0,0,Sin falla relevante,"Estudio mixto sobre inteligencia emocional docente; conclusiones se apoyan en analisis tipologico/modelo, sin falla A&C marcada.",codex_gpt
336,1,0,1,FF clasica,Investigacion derivada de muestra escolar/docente sobre astronomia; discute limitaciones formativas y practica con alcance amplio.,codex_gpt
337,0,0,0,Sin falla relevante,Analisis geoespacial/descriptivo con datos territoriales; no depende de muestra no probabilistica de participantes.,codex_gpt
338,1,1,1,FF con reconocimiento,Estudio con estudiantes de biologia; reconoce muestra reducida/conformidad entre pares y concluye impacto del distanciamiento academico.,codex_gpt
339,1,0,1,FF clasica,Estudio exploratorio de percepciones estudiantiles sobre YouTube; extrapola utilidad/percepciones educativas sin reconocimiento claro.,codex_gpt
340,1,0,1,FF clasica,Metodos mixtos con docentes universitarios colombianos; concluye ausencia de ensenanza SRL estandarizada sin cautela de muestreo visible.,codex_gpt
341,0,0,0,Sin falla relevante,Estudio mixto cualitativo sobre capacidades valoradas por formadores; conclusiones exploratorias sin inferencia estadistica fuerte.,codex_gpt
342,1,0,0,Debilidad importante,"Encuesta online y 20 entrevistas intencionales a profesionales TESOL; conclusiones sobre motivadores, con alcance descriptivo.",codex_gpt
343,1,0,0,Debilidad importante,Estudio correlacional de padres en un centro de Cochabamba; conclusion sobre relacion calidad de vida-bienestar sin fuerte extrapolacion.,codex_gpt
344,1,1,1,FF con reconocimiento,Cuasi-experimento educativo con dos grupos; reconoce limitaciones de diseno/evaluacion y concluye eficacia de material audiovisual.,codex_gpt
345,1,0,1,FF clasica,Estudio no experimental de docentes de Achocalla; concluye relacion inversa resiliencia-mobbing con alcance general local sin cautela.,codex_gpt
346,1,1,0,Debilidad importante,Corte transversal en dos unidades de colposcopia; reconoce tamano limitado/aceptabilidad y conclusion sobre prevalencia y necesidad de estudios.,codex_gpt
